Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Warendorfer Straße 85",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 85",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 83",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 83",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 81",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 81",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 79",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 79",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 77",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 77",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 75",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 75",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1554,30€,3m,"0,6m",,,,,,,"Buchungen für Familie sommer-barkey. Durch geführt von der Tochter.
Lg",Bezahlt
"Warendorfer Straße 59",Samstag,Verkauft,"Osman Sahintürk (Verein)",1856,300€,3m,m,Nein,Nein,Ja,Ja,,,,Bezahlt
"Warendorfer Straße 59",Sonntag,Verkauft,"Osman Sahintürk (Verein)",1856,300€,3m,m,Nein,Nein,Ja,Ja,,,,Bezahlt
"Warendorfer Straße 57",Samstag,Verkauft,"Osman Sahintürk (Verein)",1856,300€,3m,m,Nein,Nein,Ja,Ja,,,,Bezahlt
"Warendorfer Straße 57",Sonntag,Verkauft,"Osman Sahintürk (Verein)",1856,300€,3m,m,Nein,Nein,Ja,Ja,,,,Bezahlt
"Warendorfer Straße 53",Samstag,Verkauft,"Andrea Reichert (Privat_troedel)",1900,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Warendorfer Straße 53",Sonntag,Verkauft,"Andrea Reichert (Privat_troedel)",1900,30€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Warendorfer Straße 51",Samstag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 51",Sonntag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 49",Samstag,Verkauft,"Sadettin Topaloglu (Privat_anlieger)",1613,30€,3m,"0,6m",,,,,,,"Ich habe schon mit dem Benutzernamen: big_king_89@web.de den Betrag von 30€ … dort habe ich wieso auch immer die Standnummer 149 reserviert bekommen. Bitte diesen stornieren !!!",Bezahlt
"Warendorfer Straße 49",Sonntag,Verkauft,"Sadettin Topaloglu (Privat_anlieger)",1613,30€,3m,"0,6m",,,,,,,"Ich habe schon mit dem Benutzernamen: big_king_89@web.de den Betrag von 30€ … dort habe ich wieso auch immer die Standnummer 149 reserviert bekommen. Bitte diesen stornieren !!!",Bezahlt
"Warendorfer Straße 47",Samstag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 47",Sonntag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 45",Samstag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 45",Sonntag,Verkauft,"Jana Wolff (Privat_troedel)",1714,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 43",Samstag,Verkauft,"Heike Pusdrowski (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 43",Sonntag,Verkauft,"Heike Pusdrowski (Privat_troedel)",1491,15€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 41",Samstag,Verkauft,"Anja Voß (Privat_anlieger)",1501,15€,3m,"0,6m",,,,,,,"Wer hat diesen Stand am Sonntag gebucht , es kann doch nicht sein das jemand ihn vor mir buchen konnte?","Zahlung ausstehend"
"Warendorfer Straße 41",Sonntag,Verkauft,"Anja Voß (Privat_anlieger)",1491,15€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 33",Samstag,Verkauft,"Christian Weiser (Privat_anlieger)",1531,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 33",Sonntag,Verkauft,"Christian Weiser (Privat_anlieger)",1531,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 31",Samstag,Verkauft,"Christin Tewes (Privat_anlieger)",1551,30€,3m,"0,6m",,,,,,,"Wir versuchen seit Samstag die Stände für die Warendorfer Straße 33 und 31 zu buchen. Dies sind insgesamt 7 Stände. Hausnr 33 ist nicht verfügbar und Hausnr 31 können wir nur einmal buchen. Bitte um Erläuterung bzw. entsprechende Buchungen.
Mit freundlichen Gruß",Bezahlt
"Warendorfer Straße 31",Sonntag,Verkauft,"Christin Tewes (Privat_anlieger)",1551,30€,3m,"0,6m",,,,,,,"Wir versuchen seit Samstag die Stände für die Warendorfer Straße 33 und 31 zu buchen. Dies sind insgesamt 7 Stände. Hausnr 33 ist nicht verfügbar und Hausnr 31 können wir nur einmal buchen. Bitte um Erläuterung bzw. entsprechende Buchungen.
Mit freundlichen Gruß",Bezahlt
"Warendorfer Straße 29",Samstag,Verkauft,"Thomas Bisping (Privat_troedel)",1681,30€,3m,"0,6m",,,,,,,"Wir würden gerne die Möglichkeit haben einen Pavillion aufzubauen.",Bezahlt
"Warendorfer Straße 29",Sonntag,Verkauft,"Thomas Bisping (Privat_troedel)",1681,30€,3m,"0,6m",,,,,,,"Wir würden gerne die Möglichkeit haben einen Pavillion aufzubauen.",Bezahlt
"Warendorfer Straße 27",Samstag,Verkauft,"Melanie Nölle-Wekeiser (Privat_troedel)",1880,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 27",Sonntag,Verkauft,"Melanie Nölle-Wekeiser (Privat_troedel)",1880,30€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 25",Samstag,Verkauft,"Melanie Nölle-Wekeiser (Privat_troedel)",1668,30€,3m,"0,6m",,,,,,,.,Bezahlt
"Warendorfer Straße 25",Sonntag,Verkauft,"Melanie Nölle-Wekeiser (Privat_troedel)",1668,30€,3m,"0,6m",,,,,,,.,Bezahlt
"Warendorfer Straße 23",Samstag,Verkauft,"Lisa Nienberg (Privat_anlieger)",1844,15€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 23",Sonntag,Verkauft,"Lisa Nienberg (Privat_anlieger)",1881,15€,3m,"0,6m",,,,,,,,Bezahlt
"Warendorfer Straße 21",Samstag,Angefragt,"Lutz Woge (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 21",Sonntag,Angefragt,"Lutz Woge (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 19",Samstag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 19",Sonntag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 17",Samstag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 17",Sonntag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 15",Samstag,Verkauft,"Kai Zimmermann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 15",Sonntag,Verkauft,"Kai Zimmermann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 13",Samstag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 13",Sonntag,Verkauft,"Burchard Röhrs (Mitglieder)",1812,0€,3m,m,Nein,Nein,Nein,Nein,,,,"Zahlung ausstehend"
"Warendorfer Straße 11",Samstag,Verkauft,"Kai Zimmermann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 11",Sonntag,Verkauft,"Kai Zimmermann (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Warendorfer Straße 9",Samstag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 9",Sonntag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 7",Samstag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 7",Sonntag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 5",Samstag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 5",Sonntag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 3",Samstag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße 3",Sonntag,Verkauft,"Dorothea Pries (Privat_troedel)",1622,30€,3m,"0,6m",,,,,,,"Gerne unter Dach direkt an der Kreuzung",Bezahlt
"Warendorfer Straße  1",Samstag,Verkauft,"zlatko trajkovski (Privat_anlieger)",1571,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Warendorfer Straße  1",Sonntag,Verkauft,"zlatko trajkovski (Privat_anlieger)",1571,30€,3m,"0,6m",,,,,,,,Storniert/Fehlgeschlagen
"Industriestraße 228",Samstag,Verkauft,"Anne Beckervordersandforth (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 228",Sonntag,Frei,"Anne Beckervordersandforth (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 216",Samstag,Verkauft,"Markus Altefrohne (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 216",Sonntag,Verkauft,"Markus Altefrohne (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 214",Samstag,Verkauft,"Markus Altefrohne (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 214",Sonntag,Verkauft,"Markus Altefrohne (Verein)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 212",Samstag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1516,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 212",Sonntag,Frei,"Benjamin Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 210",Samstag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1516,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 210",Sonntag,Frei,"Benjamin Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 208",Samstag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1516,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 208",Sonntag,Frei,"Benjamin Brinkmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 206",Samstag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1516,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 206",Sonntag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1772,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 204",Samstag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1516,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 204",Sonntag,Verkauft,"Benjamin Brinkmann (Privat_anlieger)",1772,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 200",Samstag,Verkauft,"Sabine Kleine (Privat_anlieger)",1520,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 200",Sonntag,Verkauft,"Sabine Kleine (Privat_anlieger)",1520,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 198",Samstag,Verkauft,"Sabine Kleine (Privat_anlieger)",1521,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 198",Sonntag,Verkauft,"Sabine Kleine (Privat_anlieger)",1521,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 196",Samstag,Verkauft,"Anne Peveling (Privat_troedel)",1670,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 196",Sonntag,Verkauft,"Anne Peveling (Privat_troedel)",1522,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 194",Samstag,Verkauft,"Beate König (Privat_anlieger)",1614,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 194",Sonntag,Verkauft,"Beate König (Privat_anlieger)",1523,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 192",Samstag,Verkauft,"Nina Heisterkamp (Privat_troedel)",1739,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 192",Sonntag,Verkauft,"Nina Heisterkamp (Privat_troedel)",1894,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 188",Samstag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1497,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 188",Sonntag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1497,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 186",Samstag,Verkauft,"Julia Köhring (Privat_anlieger)",1639,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 186",Sonntag,Frei,"Julia Köhring (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 184",Samstag,Verkauft,"Julia Köhring (Privat_anlieger)",1617,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 184",Sonntag,Frei,"Julia Köhring (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 182",Samstag,Verkauft,"Julia Köhring (Privat_anlieger)",1617,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 182",Sonntag,Frei,"Julia Köhring (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 180",Samstag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1499,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 180",Sonntag,Frei,"Lambertus Bütfering (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 178",Samstag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1499,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 178",Sonntag,Frei,"Lambertus Bütfering (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 176",Samstag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1498,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 176",Sonntag,Frei,"Lambertus Bütfering (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 174",Samstag,Verkauft,"Lambertus Bütfering (Privat_anlieger)",1498,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 174",Sonntag,Frei,"Lambertus Bütfering (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 172",Samstag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 172",Sonntag,Verkauft,"Mechthild Bieckmann (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 168",Samstag,Verkauft,"Geva Hustert (Privat_anlieger)",1526,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 168",Sonntag,Frei,"Geva Hustert (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 166",Samstag,Verkauft,"Geva Hustert (Privat_anlieger)",1526,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 166",Sonntag,Frei,"Geva Hustert (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 164",Samstag,Verkauft,"Geva Hustert (Privat_anlieger)",1526,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 164",Sonntag,Frei,"Geva Hustert (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 162",Samstag,Verkauft,"Geva Hustert (Privat_anlieger)",1526,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 162",Sonntag,Frei,"Geva Hustert (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 160",Samstag,Verkauft,"Geva Hustert (Privat_anlieger)",1526,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 160",Sonntag,Frei,"Geva Hustert (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 158",Samstag,Verkauft,"Anja Luchtefeld (Privat_troedel)",1645,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 158",Sonntag,Frei,"Anja Luchtefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 150",Samstag,Verkauft,"Anja Luchtefeld (Privat_troedel)",1684,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 150",Sonntag,Frei,"Anja Luchtefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 148",Samstag,Verkauft,"Anja Luchtefeld (Privat_troedel)",1645,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 148",Sonntag,Frei,"Anja Luchtefeld (Privat_troedel)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 146",Samstag,Verkauft,"Peter Voges (Privat_troedel)",1694,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 146",Sonntag,Verkauft,"Peter Voges (Privat_troedel)",1694,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 142",Samstag,Verkauft,"Pia Westhues (Privat_anlieger)",1605,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 142",Sonntag,Frei,"Pia Westhues (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 140",Samstag,Verkauft,"Pia Westhues (Privat_anlieger)",1605,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 140",Sonntag,Frei,"Pia Westhues (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 138",Samstag,Verkauft,"Pia Westhues (Privat_anlieger)",1605,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 138",Sonntag,Frei,"Pia Westhues (Privat_anlieger)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 136",Samstag,Verkauft,"Pia Westhues (Privat_anlieger)",1605,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 136",Sonntag,Verkauft,"Pia Westhues (Privat_anlieger)",1925,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 134",Samstag,Verkauft,"Anne Peveling (Privat_troedel)",1679,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 134",Sonntag,Verkauft,"Anne Peveling (Privat_troedel)",1925,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 132",Samstag,Verkauft,"Katharina Kluger (Privat_troedel)",1673,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 132",Sonntag,Verkauft,"Katharina Kluger (Privat_troedel)",1893,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 126",Samstag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 126",Sonntag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 124",Samstag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 124",Sonntag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 122",Samstag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 122",Sonntag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 120",Samstag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 120",Sonntag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 118",Samstag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 118",Sonntag,Verkauft,"Andreas Rohling (Privat_anlieger)",1509,30€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 116",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 116",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 114",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 114",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 112",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 112",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 110",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 110",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 108",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 108",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 106",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 106",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 104",Samstag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 104",Sonntag,Verkauft,"Benedikt Meyer (Mitglieder)",1803,0€,3m,2m,Nein,Nein,Nein,Nein,,,,Bezahlt
"Industriestraße 103",Samstag,Verkauft,"Franziska Reger (Privat_troedel)",1733,15€,3m,"0,6m",,,,,,,,Bezahlt
"Industriestraße 103",Sonntag,Verkauft,"Franziska Reger (Privat_troedel)",1916,15€,3m,"0,6m",,,,,,,,"Zahlung ausstehend"
"Industriestraße 86",Samstag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 86",Sonntag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 84",Samstag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 84",Sonntag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 82",Samstag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 82",Sonntag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 80",Samstag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 80",Sonntag,"Reserviert (Admin)","Martin  Altefrohne  (Gewerblich)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 56",Samstag,"Reserviert (Admin)","Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 56",Sonntag,"Reserviert (Admin)","Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 54",Samstag,"Reserviert (Admin)","Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 54",Sonntag,"Reserviert (Admin)","Bernd Kieskemper (Mitglieder)",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 42",Samstag,Verkauft,"Anika Kersting (Privat_troedel)",1783,15€,3m,"0,6m",,,,,,,,Bezahlt
