Standname,Buchungstag,Standstatus,Kunde,Rechnungsnummer,"Standpreis in €",Standbreite,Standtiefe,Stromanschluss,Wasseranschluss,Imbiss,Getränke,Fahrgeschäft/e,Sortiment,"Notizen vom Kunden",Bezahlstatus
"Gänsestraße 108",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 110",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 110",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 112",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 112",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 114",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 114",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 116",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 116",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 118",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 118",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 120",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 120",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 122",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 122",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 124",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 124",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 126",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 126",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 128",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 128",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 130",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 130",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 132",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 132",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 134",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 134",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 136",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gänsestraße 136",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße  1",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße  1",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 3",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 3",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 5",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 5",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 7",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 7",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 9",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 9",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 11",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 11",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 13",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 13",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 15",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 15",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 17",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 17",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 19",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 19",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 21",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 21",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 23",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 23",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 2",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 2",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 4",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 4",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 6",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 6",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 8",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 8",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 10",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 10",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 12",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 12",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 14",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 14",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 16",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 16",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 18",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 18",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 20",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 20",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 22",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 22",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 24",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 24",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 26",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 26",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 28",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 28",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 30",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 30",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 32",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 32",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 34",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 34",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 36",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 36",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 38",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gevastraße 38",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg  1",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg  1",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 3",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 3",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 5",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 5",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 7",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 7",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 9",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 9",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 11",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 11",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 13",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 13",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 15",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 15",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 17",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 17",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 19",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 19",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 21",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 21",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 23",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 23",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 25",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 25",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 27",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 27",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 29",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 29",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 31",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 31",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 33",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 33",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 35",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 35",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 37",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 37",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 39",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 39",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 41",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 41",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 43",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 43",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 45",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 45",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 47",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 47",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 49",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 49",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 51",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 51",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 53",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 53",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 55",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 55",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 57",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 57",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 5951.9244977950676, 7.968441980465142",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 5951.9244977950676, 7.968441980465142",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 61",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 61",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 63",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 63",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 65",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 65",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 67",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 67",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 69",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 69",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 71",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 71",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 73",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 73",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 75",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 75",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 77",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 77",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 79",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 79",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 2",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 2",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 4",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 4",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 6",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 6",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 8",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 8",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 10",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 10",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 12",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 12",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 14",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 14",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 16",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 16",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 18",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 18",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 20",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 20",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 22",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 22",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 24",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 24",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 26",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 26",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 28",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 28",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 30",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 30",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 32",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 32",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 34",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 34",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 36",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 36",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 38",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 38",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 40",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 40",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 42",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 42",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 44",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 44",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 46",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 46",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 48",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 48",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 50",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 50",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 52",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 52",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 54",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 54",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 56",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 56",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 58",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 58",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 60",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 60",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 62",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 62",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 64",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 64",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 66",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 66",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 68",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 68",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 70",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Gröningsweg 70",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 1",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 1",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 3",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 3",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 5",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 5",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 7",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 7",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 9",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 9",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 11",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 11",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 13",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 13",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 15",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 15",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 17",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 17",Sonntag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
"Industriestraße 19",Samstag,Frei,"Kein Kunde",-,-,-,-,-,-,-,-,-,-,-,-
